user,artist,plays
00004d2ac9316e22dc007ab2243d6fcb239e707d,angels of light,224
00004d2ac9316e22dc007ab2243d6fcb239e707d,the legendary pink dots,204
00004d2ac9316e22dc007ab2243d6fcb239e707d,charalambides,193
00004d2ac9316e22dc007ab2243d6fcb239e707d,festival,167
00004d2ac9316e22dc007ab2243d6fcb239e707d,fern knight,137
00004d2ac9316e22dc007ab2243d6fcb239e707d,nick cave & the bad seeds,135
00004d2ac9316e22dc007ab2243d6fcb239e707d,current 93,853
00004d2ac9316e22dc007ab2243d6fcb239e707d,fovea hex,121
00004d2ac9316e22dc007ab2243d6fcb239e707d,amanda rogers,119
00004d2ac9316e22dc007ab2243d6fcb239e707d,lux interna,114
00004d2ac9316e22dc007ab2243d6fcb239e707d,nalle,110
00004d2ac9316e22dc007ab2243d6fcb239e707d,antony and the johnsons,107
00004d2ac9316e22dc007ab2243d6fcb239e707d,marissa nadler,107
00004d2ac9316e22dc007ab2243d6fcb239e707d,a silver mt. zion,106
00004d2ac9316e22dc007ab2243d6fcb239e707d,einstürzende neubauten,105
00004d2ac9316e22dc007ab2243d6fcb239e707d,marc almond,105
00004d2ac9316e22dc007ab2243d6fcb239e707d,mariee sioux,100
00004d2ac9316e22dc007ab2243d6fcb239e707d,bill fay,92
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,pain of salvation,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,green carnation,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,dredg,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,johann sebastian bach,6
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,children of bodom,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,farmakon,5
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,kalmah,6
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,rhapsody of fire,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,dragonforce,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,the mars volta,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,naglfar,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,arch enemy,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,at the gates,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,compay segundo,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,ensiferum,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,nevermore,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,old mans child,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,shade empire,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,system of a down,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,tristania,3
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,alice in chains,6
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,tool,4
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,agalloch,6
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,brujeria,7
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,opeth,106
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,my dying bride,8
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,cannibal corpse,48
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,elis,31
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,amoral,29
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,amon amarth,26
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,riverside,24
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,atrocity,16
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,kromlek,16
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,kamelot,14
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,novembers doom,14
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,poe,14
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,dark tranquillity,17
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,stone temple pilots,12
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,dido,13
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,cynic,8
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,månegarm,9
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,death,9
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,dimmu borgir,10
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,korpiklaani,8
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,ark,10
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,katatonia,11
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,audioslave,11
000063d3fe1cf2ba248b9e3c3f0334845a27a6bf,circus maximus,10
00007a47085b9aab8af55f52ec8846ac479ac4fe,broadcast,75
00007a47085b9aab8af55f52ec8846ac479ac4fe,susumu yokota,85
00007a47085b9aab8af55f52ec8846ac479ac4fe,electrelane,84
00007a47085b9aab8af55f52ec8846ac479ac4fe,neutral milk hotel,83
00007a47085b9aab8af55f52ec8846ac479ac4fe,bent,81
00007a47085b9aab8af55f52ec8846ac479ac4fe,vetiver,80
00007a47085b9aab8af55f52ec8846ac479ac4fe,k-the-i???,78
00007a47085b9aab8af55f52ec8846ac479ac4fe,the microphones,77
00007a47085b9aab8af55f52ec8846ac479ac4fe,illogic,76
00007a47085b9aab8af55f52ec8846ac479ac4fe,annie,75
00007a47085b9aab8af55f52ec8846ac479ac4fe,beastie boys,74
00007a47085b9aab8af55f52ec8846ac479ac4fe,radiohead,86
00007a47085b9aab8af55f52ec8846ac479ac4fe,mf doom,71
00007a47085b9aab8af55f52ec8846ac479ac4fe,the books,70
00007a47085b9aab8af55f52ec8846ac479ac4fe,bibio,69
00007a47085b9aab8af55f52ec8846ac479ac4fe,rachel's,69
00007a47085b9aab8af55f52ec8846ac479ac4fe,architecture in helsinki,68
00007a47085b9aab8af55f52ec8846ac479ac4fe,bola,68
00007a47085b9aab8af55f52ec8846ac479ac4fe,isan,68
00007a47085b9aab8af55f52ec8846ac479ac4fe,múm,67
00007a47085b9aab8af55f52ec8846ac479ac4fe,caribou,65
00007a47085b9aab8af55f52ec8846ac479ac4fe,elliott smith,66
00007a47085b9aab8af55f52ec8846ac479ac4fe,aesop rock,72
00007a47085b9aab8af55f52ec8846ac479ac4fe,autechre,86
00007a47085b9aab8af55f52ec8846ac479ac4fe,boards of canada,407
00007a47085b9aab8af55f52ec8846ac479ac4fe,max richter,94
00007a47085b9aab8af55f52ec8846ac479ac4fe,why?,91
00007a47085b9aab8af55f52ec8846ac479ac4fe,devendra banhart,456
00007a47085b9aab8af55f52ec8846ac479ac4fe,cocorosie,386
00007a47085b9aab8af55f52ec8846ac479ac4fe,aphex twin,213
00007a47085b9aab8af55f52ec8846ac479ac4fe,animal collective,203
00007a47085b9aab8af55f52ec8846ac479ac4fe,atmosphere,189
00007a47085b9aab8af55f52ec8846ac479ac4fe,air,178
00007a47085b9aab8af55f52ec8846ac479ac4fe,portishead,162
00007a47085b9aab8af55f52ec8846ac479ac4fe,massive attack,149
00007a47085b9aab8af55f52ec8846ac479ac4fe,broken social scene,144
00007a47085b9aab8af55f52ec8846ac479ac4fe,arcade fire,143
00007a47085b9aab8af55f52ec8846ac479ac4fe,joanna newsom,184
00007a47085b9aab8af55f52ec8846ac479ac4fe,fog,132
00007a47085b9aab8af55f52ec8846ac479ac4fe,prefuse 73,121
00007a47085b9aab8af55f52ec8846ac479ac4fe,m83,118
00007a47085b9aab8af55f52ec8846ac479ac4fe,the flashbulb,118
00007a47085b9aab8af55f52ec8846ac479ac4fe,pavement,117
00007a47085b9aab8af55f52ec8846ac479ac4fe,goldfrapp,109
00007a47085b9aab8af55f52ec8846ac479ac4fe,amon tobin,106
00007a47085b9aab8af55f52ec8846ac479ac4fe,sage francis,106
00007a47085b9aab8af55f52ec8846ac479ac4fe,four tet,100
00007a47085b9aab8af55f52ec8846ac479ac4fe,plaid,133
00007a47085b9aab8af55f52ec8846ac479ac4fe,brother ali,96
0000c176103e538d5c9828e695fed4f7ae42dd01,pink floyd,217
0000c176103e538d5c9828e695fed4f7ae42dd01,lemon jelly,233
0000c176103e538d5c9828e695fed4f7ae42dd01,the prodigy,234
0000c176103e538d5c9828e695fed4f7ae42dd01,dj format,247
0000c176103e538d5c9828e695fed4f7ae42dd01,the decemberists,283
0000c176103e538d5c9828e695fed4f7ae42dd01,battles,270
0000c176103e538d5c9828e695fed4f7ae42dd01,snow patrol,278
0000c176103e538d5c9828e695fed4f7ae42dd01,earth,282
0000c176103e538d5c9828e695fed4f7ae42dd01,rjd2,217
0000c176103e538d5c9828e695fed4f7ae42dd01,metronomy,268
0000c176103e538d5c9828e695fed4f7ae42dd01,the flaming lips,215
0000c176103e538d5c9828e695fed4f7ae42dd01,led zeppelin,181
0000c176103e538d5c9828e695fed4f7ae42dd01,passion pit,208
0000c176103e538d5c9828e695fed4f7ae42dd01,holy fuck,205
0000c176103e538d5c9828e695fed4f7ae42dd01,michael jackson,203
0000c176103e538d5c9828e695fed4f7ae42dd01,mgmt,199
0000c176103e538d5c9828e695fed4f7ae42dd01,the rolling stones,198
0000c176103e538d5c9828e695fed4f7ae42dd01,late of the pier,197
0000c176103e538d5c9828e695fed4f7ae42dd01,flight of the conchords,192
0000c176103e538d5c9828e695fed4f7ae42dd01,simian mobile disco,192
0000c176103e538d5c9828e695fed4f7ae42dd01,muse,186
0000c176103e538d5c9828e695fed4f7ae42dd01,fleetwood mac,184
0000c176103e538d5c9828e695fed4f7ae42dd01,deadmau5,295
0000c176103e538d5c9828e695fed4f7ae42dd01,alasdair fraser & paul machlis,211
0000c176103e538d5c9828e695fed4f7ae42dd01,bonobo,296
0000c176103e538d5c9828e695fed4f7ae42dd01,beck,332
0000c176103e538d5c9828e695fed4f7ae42dd01,röyksopp,311
0000c176103e538d5c9828e695fed4f7ae42dd01,the hold steady,1955
0000c176103e538d5c9828e695fed4f7ae42dd01,mogwai,1480
0000c176103e538d5c9828e695fed4f7ae42dd01,boards of canada,1115
0000c176103e538d5c9828e695fed4f7ae42dd01,justice,1094
0000c176103e538d5c9828e695fed4f7ae42dd01,bright eyes,1039
0000c176103e538d5c9828e695fed4f7ae42dd01,four tet,1022
0000c176103e538d5c9828e695fed4f7ae42dd01,amon tobin,944
0000c176103e538d5c9828e695fed4f7ae42dd01,sigur rós,763
0000c176103e538d5c9828e695fed4f7ae42dd01,clutch,754
0000c176103e538d5c9828e695fed4f7ae42dd01,white denim,748
0000c176103e538d5c9828e695fed4f7ae42dd01,the go! team,712
0000c176103e538d5c9828e695fed4f7ae42dd01,radiohead,2417
0000c176103e538d5c9828e695fed4f7ae42dd01,2 many dj's,647
0000c176103e538d5c9828e695fed4f7ae42dd01,tv on the radio,597
0000c176103e538d5c9828e695fed4f7ae42dd01,tool,480
0000c176103e538d5c9828e695fed4f7ae42dd01,kyuss,478
0000c176103e538d5c9828e695fed4f7ae42dd01,dj shadow,410
0000c176103e538d5c9828e695fed4f7ae42dd01,air,385
0000c176103e538d5c9828e695fed4f7ae42dd01,a tribe called quest,367
0000c176103e538d5c9828e695fed4f7ae42dd01,the cinematic orchestra,366
0000c176103e538d5c9828e695fed4f7ae42dd01,rex the dog,300
0000c176103e538d5c9828e695fed4f7ae42dd01,bon iver,313
0000c176103e538d5c9828e695fed4f7ae42dd01,the beatles,704
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,killswitch engage,53
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,tool,54
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,manowar,54
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,queen,57
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,asa,67
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,gentleman,61
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,klamydia,62
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,tarot,63
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,slayer,52
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,mötley crüe,59
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,in flames,51
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,pantera,44
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,stone,46
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,bullet for my valentine,44
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,mokoma,44
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,brother firetribe,42
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,hurriganes,40
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,norther,40
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,stratovarius,40
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,kiuas,39
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,ozzy osbourne,34
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,soul captain band,68
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,skid row,46
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,paramore,75
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,the darkness,73
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,bob marley & the wailers,447
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,nopsajalka,77
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,stam1na,758
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,dream theater,572
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,ac/dc,554
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,metallica,473
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,iron maiden,471
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,megadeth,255
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,children of bodom,247
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,trivium,244
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,nightwish,189
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,kotiteollisuus,160
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,raappana,227
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,sublime,136
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,viikate,136
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,volbeat,133
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,guns n' roses,125
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,bon jovi,101
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,dio,101
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,soldiers of jah army,101
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,scorpions,97
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,teräsbetoni,95
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,dragonforce,89
0000ee7dd906373efa37f4e1185bfe1e3f8695ae,circus maximus,156
0000ef373bbd0d89ce796abae961f2705e8c1faf,lucie silvas,23
0000ef373bbd0d89ce796abae961f2705e8c1faf,delta goodrem,21
0000ef373bbd0d89ce796abae961f2705e8c1faf,michelle branch,22
0000ef373bbd0d89ce796abae961f2705e8c1faf,natalie imbruglia,23
0000ef373bbd0d89ce796abae961f2705e8c1faf,kelly clarkson,23
0000ef373bbd0d89ce796abae961f2705e8c1faf,linkin park,34
0000ef373bbd0d89ce796abae961f2705e8c1faf,blink-182,25
0000ef373bbd0d89ce796abae961f2705e8c1faf,madonna,29
0000ef373bbd0d89ce796abae961f2705e8c1faf,nelly furtado,31
0000ef373bbd0d89ce796abae961f2705e8c1faf,hans zimmer,32
0000ef373bbd0d89ce796abae961f2705e8c1faf,new order,21
0000ef373bbd0d89ce796abae961f2705e8c1faf,dave gahan,24
0000ef373bbd0d89ce796abae961f2705e8c1faf,seal,21
0000ef373bbd0d89ce796abae961f2705e8c1faf,mr. oizo,14
0000ef373bbd0d89ce796abae961f2705e8c1faf,backstreet boys,20
0000ef373bbd0d89ce796abae961f2705e8c1faf,mary j. blige,20
0000ef373bbd0d89ce796abae961f2705e8c1faf,negative,20
0000ef373bbd0d89ce796abae961f2705e8c1faf,justin timberlake,19
0000ef373bbd0d89ce796abae961f2705e8c1faf,savage garden,19
0000ef373bbd0d89ce796abae961f2705e8c1faf,björk,17
0000ef373bbd0d89ce796abae961f2705e8c1faf,nerina pallot,17
0000ef373bbd0d89ce796abae961f2705e8c1faf,erasure,16
0000ef373bbd0d89ce796abae961f2705e8c1faf,goldfrapp,16
0000ef373bbd0d89ce796abae961f2705e8c1faf,culture club,15
0000ef373bbd0d89ce796abae961f2705e8c1faf,robbie williams,13
0000ef373bbd0d89ce796abae961f2705e8c1faf,atomic kitten,20
0000ef373bbd0d89ce796abae961f2705e8c1faf,a-ha,35
0000ef373bbd0d89ce796abae961f2705e8c1faf,elton john,140
0000ef373bbd0d89ce796abae961f2705e8c1faf,modern talking,37
0000ef373bbd0d89ce796abae961f2705e8c1faf,pin,421
0000ef373bbd0d89ce796abae961f2705e8c1faf,rihanna,36
0000ef373bbd0d89ce796abae961f2705e8c1faf,orgy,128
0000ef373bbd0d89ce796abae961f2705e8c1faf,brandy,105
0000ef373bbd0d89ce796abae961f2705e8c1faf,pet shop boys,101
0000ef373bbd0d89ce796abae961f2705e8c1faf,sade,101
0000ef373bbd0d89ce796abae961f2705e8c1faf,belinda carlisle,97
0000ef373bbd0d89ce796abae961f2705e8c1faf,metallica,95
0000ef373bbd0d89ce796abae961f2705e8c1faf,eurythmics,85
0000ef373bbd0d89ce796abae961f2705e8c1faf,mike oldfield,79
0000ef373bbd0d89ce796abae961f2705e8c1faf,hall & oates,76
0000ef373bbd0d89ce796abae961f2705e8c1faf,chris rea,73
0000ef373bbd0d89ce796abae961f2705e8c1faf,feel,401
0000ef373bbd0d89ce796abae961f2705e8c1faf,the waterboys,64
0000ef373bbd0d89ce796abae961f2705e8c1faf,laura branigan,65
0000ef373bbd0d89ce796abae961f2705e8c1faf,limp bizkit,38
0000ef373bbd0d89ce796abae961f2705e8c1faf,pseudo echo,47
0000ef373bbd0d89ce796abae961f2705e8c1faf,cyndi lauper,47
0000ef373bbd0d89ce796abae961f2705e8c1faf,blackfield,47
0000ef373bbd0d89ce796abae961f2705e8c1faf,desireless,39
0000ef373bbd0d89ce796abae961f2705e8c1faf,frozen silence,49
0000ef373bbd0d89ce796abae961f2705e8c1faf,black,53
0000ef373bbd0d89ce796abae961f2705e8c1faf,george michael,56
0000ef373bbd0d89ce796abae961f2705e8c1faf,leona lewis,59
0000ef373bbd0d89ce796abae961f2705e8c1faf,maciej silski,62
0000ef373bbd0d89ce796abae961f2705e8c1faf,sweet coffee,49
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,malu,4
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,justin timberlake,4
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,hanna,4
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,fito & fitipaldis,4
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,delta goodrem,4
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,david bisbal,4
0000f687d4fe9c1ed49620fbc5ed5b0d7798ea20,coti,4
