artist_id,artist
15333,the sounds
9738,mew
5310,firefox ak
6115,green day
8069,kings of convenience
9241,mando diao
15422,the tough alliance
13105,shout out louds
7907,keane
12625,sahara hotnights
16238,vapnet
7959,kent
14106,säkert!
3948,detektivbyrån
8417,lars winnerbäck
12067,raymond & maria
14267,tegan and sara
14954,the knife
15655,tiger lou
3649,david & the citizens
3666,david fridlund
14412,the ark
619,alice in videoland
15690,timo räisänen
14549,the cardigans
1965,bloc party
10843,oasis
8383,laleh
6714,håkan hellström
3768,deana carter
2526,camera obscura
13662,stacey q
13028,shania twain
3901,der plan
15381,the sundays
6403,heaven 17
4036,dierks bentley
6224,gwen stefani
9523,matt & kim
4138,dixie chicks
13725,steel train
14162,taking back sunday
827,andrew bird
7335,jewel
2304,britney spears
8225,kristy lee
15171,the police
15175,the postal service
5211,fefe dobson
7697,julie roberts
3484,dan fogelberg
5122,fake
7665,judith holofernes
15603,thompson twins
16570,wir sind helden
3891,depeche mode
6305,hanson
10689,no doubt
11009,orchestral manoeuvres in the dark
14888,the human league
9445,martina mcbride
16659,yazoo
12129,regina spektor
14774,the format
692,altered images
6825,ima robot
9967,missing persons
15469,the verve pipe
16539,wicked
15136,the passions
3612,dashboard confessional
9590,mazzy star
2638,carolyn dawn johnson
7577,jonathan larson
2419,burial
14382,the alchemist
1788,bill evans
6230,gza/genius
8675,lil wayne
13887,styles p
4801,emc
5846,ghostface
7749,k-os
4229,dj vadim
269,abstract rude & tribe unique
1770,big shug
1887,black spade
7461,john coltrane
12458,roni size & reprazent
14600,the cool kids
14793,the game
12118,redman
12579,rza
7389,joan baez
4678,el-p
109,50 cent
15228,the residents
9146,madlib
10418,nas
3182,common
1880,black milk
11418,pete rock
7216,jay-z
4366,dr. dre
5035,evidence
7811,kanye west
3743,dead prez
7021,j dilla
7263,jeff mills
9731,method man
11172,panacea
64,2pac
5442,fort minor
9157,madvillain
12041,ratatat
14169,talib kweli
4248,do or die
11391,percee p
14538,the calling
9418,maroon 5
3810,deep insight
622,alicia keys
5495,frank sinatra
13465,sonata arctica
7814,kapasiteettiyksikkö
7571,jonas brothers
2836,cheek
12614,sadetanssi
1020,antti tuisku
16186,usher
5296,finlanders
13395,snoop dogg
472,akon
9232,mamba
3425,da buzz
7322,jessy
7480,john legend
3563,darin
2661,cascada
15198,the pussycat dolls
13738,stella
4510,e-rotic
6005,goo goo dolls
1058,apulanta
2906,chorale
2358,bryan adams
6156,groove coverage
12943,september
69,3 doors down
5955,gnarls barkley
1523,basic element
4296,don huonot
10000,moby
13444,solid base
4609,eels
2913,chris brown
6980,irwin goodman
1213,asobi seksu
15205,the raconteurs
4466,dungen
15464,the velvet underground
13597,spindrift
14899,the incredible string band
5352,flavor crystals
10612,nico
14631,the dandy warhols
13770,stereolab
15403,the telescopes
5109,fairport convention
10599,nick drake
13419,soft machine
14834,the greenhornes
15081,the national
1882,black mountain
14282,television
7786,kaleidoscope
14568,the charlatans
14074,syd barrett
5279,film school
2576,captain beefheart & his magic band
13608,spiritualized
14498,the boo radleys
14516,the brian jonestown massacre
1884,black rebel motorcycle club
15357,the stone roses
7266,jefferson airplane
14463,the black angels
6067,graham bond organisation
14693,the duke spirit
15487,the warlocks
187,a place to bury strangers
10773,not from there
12251,richard in your mind
8060,king khan & the shrines
15346,the stairs
15466,the vera violets
4585,edgar 'jones' jones
8939,love
2711,cauterize
10682,nizlopi
6582,holiday parade
6572,hit the lights
13916,sufjan stevens
1720,better luck next time
5901,girl talk
13840,story of the year
7621,joshua radin
14780,the frantic
14418,the ataris
12970,set your goals
5833,get cape. wear cape. fly
12707,saosin
13069,sherwood
5587,frightened rabbit
2647,cartel
655,all time low
9000,lucky boys confusion
714,amber pacific
5451,four year strong
5133,fall out boy
15491,the weakerthans
13108,showoff
8917,lostprophets
3469,damien rice
10296,my chemical romance
1648,ben kweller
5419,foo fighters
797,anberlin
10189,moving mountains
15494,the wedding
8,+44
14292,tenacious d
9265,manu chao
5118,faith no more
15363,the streets
12043,ratos de porão
8367,lady sovereign
5148,fantômas
16061,type o negative
11342,pearl jam
14594,the commitments
15562,thievery corporation
2610,carla bruni
10740,norah jones
9152,madredeus
1376,așa
11371,penguin cafe orchestra
12055,ravid goldschmidt
16642,xutos & pontapés
6685,humanos
8692,lily allen
8000,kid loco
11345,pedro abrunhosa
13813,stevie wonder
11310,paul simon
3710,days of the new
12013,rammstein
15468,the verve
2588,caravan
16089,ufo
4803,"emerson, lake & palmer"
6951,iommi
366,aerosmith
16576,wishbone ash
5506,frankie goes to hollywood
15060,the moody blues
7594,jordan rudess
2857,chevelle
3300,cream
11278,patti smith
10608,nickelback
16776,zz top
16592,wolfmother
8731,liquid tension experiment
14253,ted nugent
13535,soundgarden
2374,buckethead
12545,rush
8054,king crimson
2524,camel
14624,the cult
16177,uriah heep
753,amplifier
11704,porcupine tree
7332,jethro tull
16669,yes
14402,the answer
4122,disturbed
10595,nick cave & warren ellis
14509,the boys next door
1621,beirut
7634,joy division
3075,clint mansell
6902,inkubus sukkubus
15317,the smiths
2684,cat power
924,anita lane
6790,iggy pop
741,amiina
1441,bajaga
6935,interpol
14362,the 69 eyes
2936,christian death
15358,the stooges
1547,bauhaus
5749,gary numan
13353,slowdive
6145,grinderman
10665,nine inch nails
10294,my bloody valentine
11597,pj harvey
14625,the cure
14916,the jesus and mary chain
15302,the sisters of mercy
3659,david bowie
185,a perfect circle
10596,nick cave and the bad seeds
15501,the white stripes
14684,the dresden dolls
10781,nouvelle vague
8563,leonard cohen
12492,rowland s. howard
3303,creedence clearwater revival
6016,goon moon
15102,the ocean
6277,hammerfall
3796,decapitated
9724,metal church
5983,gojira
6354,hatebreed
3962,devildriver
10148,mortification
10124,morgana lefay
9720,meshuggah
5301,finntroll
5722,gamma ray
13839,stormwarrior
5268,fight
16323,vicious rumors
10477,necrophagist
11976,rage
3429,daath
6269,halford
13721,steel attack
4392,dream evil
7083,jag panzer
9502,mastodon
12539,running wild
11760,primal fear
11211,paragon
6768,iced earth
8388,lamb of god
16073,u.d.o.
959,annihilator
6096,grave digger
5048,exciter
5055,exodus
285,accept
6978,iron savior
6451,helloween
12605,sabaton
71,3 inches of blood
12092,rebellion
8204,kreator
13850,strapping young lad
564,alesana
1193,ash
2225,brand new
8016,kill hannah
9156,madsen
9575,maxïmo park
10470,neaera
12893,secret and whisper
14741,the fall of troy
15475,the vines
16383,virginia jetzt!
1179,as we fight
6076,grammatics
14277,tele
16137,underoath
12793,scary kids scaring kids
14683,the dreaming
10937,olli schulz & der hund marie
13357,slut
1892,black tequila
75,30 seconds to mars
1174,as i lay dying
194,a static lullaby
1819,billy talent
2163,bosse
3953,deus
2894,chiodos
5646,funeral for a friend
5208,feeder
8915,lostalone
5601,from first to last
5289,finch
9912,mindless self indulgence
4500,dúné
3128,coheed and cambria
1587,beatsteaks
169,a day to remember
4879,enter shikari
9745,mgm studio orchestra
3739,dead kennedys
10674,nirvana
15399,the tantra monsters
11666,poison
9617,me first and the gimme gimmes
10559,new found glory
410,agnostic front
642,all
9352,marilyn manson
12017,rancid
10306,my life with the thrill kill kult
14407,the aquabats
14672,the distillers
3547,danny elfman
14795,the gaslight anthem
8601,less than jake
1428,bad religion
9766,michael armstrong
639,alkaline trio
7364,jimmy eat world
15654,tiger army
4781,elvis costello
4786,elvis presley
15047,the mighty mighty bosstones
375,afi
5413,foghat
333,adema
3746,dead to me
15675,tim mcgraw
10291,mxpx
5455,foxboro hot tubs
8287,kylie minogue
11562,pink
2045,bob marley
12241,richard cheese
13345,slipknot
638,alizée
4705,electrosoul system
1346,avril lavigne
3434,daddy yankee
14168,talco
5080,f.p.g.
15339,the specials
13256,skaface
15697,tina charles
2983,cidade negra
2578,captain everything!
10714,nofx
13268,skarface
9128,mad caddies
3400,cypress hill
8194,koЯn
12122,reel big fish
13255,ska-p
15163,the planet smashers
10980,onyx
1641,belvedere
4119,distemper
1339,aventura
10161,moskovskaya
108,5'nizza
16510,weezer
3737,dead fish
11425,peter bjorn and john
13250,sixpence none the richer
7174,japanther
15632,thursday
2556,cansei de ser sexy
8070,kings of leon
5213,feist
8114,klaxons
4262,"does it offend you, yeah?"
6355,hateen
16661,yeah yeah yeahs
10973,onerepublic
14643,the dead weather
10688,no age
15708,tiny masters of today
7172,japandroids
16305,veto
15451,the used
5585,friendly fires
5422,fools garden
12360,robert pattinson
13817,stig dogg
6536,high school musical 2
7819,kapteeni Ä-ni
12014,ramones
2104,bone thugs-n-harmony
2000,blue foundation
6968,iron & wine
8535,lemon ice
14467,the black ghosts
15850,toto
2649,carter burwell
3044,claude debussy
14249,technotronic
12526,rufus wainwright
1342,aviation
7679,jukka poika
16033,twilight
6109,grease
7776,kaiser chiefs
11364,pelle miljoona
12308,ripsipiirakka
5510,frankie valli
10171,motion city soundtrack
8269,kuningas pähkinä & setä tamu
5785,genesis
11046,orson
7074,jacques brel
8921,lou reed
341,admiral freebee
15316,the smashing pumpkins
15168,the pogues
9457,marvin gaye
5996,gomez
2502,calexico
12951,serge gainsbourg
14025,suzanne vega
14837,the gutter twins
10136,morphine
830,andrew dorff
446,air traffic
7410,joe dassin
6020,goran bregović
7526,johnny cash
14409,the arcade fire
10659,nina simone
14971,the lemonheads
16062,typhoon
4597,editors
15777,tom waits
2112,bonnie 'prince' billy
13799,steve tyrell
13824,sting
1801,billie holiday
12280,rickie lee jones
5798,george benson
11300,paul mccartney
13302,sky
9880,miles davis
13200,simon & garfunkel
14678,the doobie brothers
6340,harry nilsson
726,america
2862,chicago
2049,bob seger & the silver bullet band
2685,cat stevens
3024,claire martin
12015,ramsey lewis
4519,eagles
15907,traveling wilburys
4913,eric bibb
3336,crusaders
10607,nickel creek
7582,joni mitchell
7387,joan armatrading
304,acoustic alchemy
13728,steely dan
1817,billy joel
4915,eric clapton
7166,janis joplin
16221,van morrison
16012,turin brakes
2632,carole king
11055,oscar peterson
7133,jamie cullum
4752,elkie brooks
12704,santana
13991,supertramp
4081,dire straits
4303,donald fagen
6895,ingrid rosario
239,abba
1093,aretha franklin
2039,bob dylan
2042,bob fitts
2277,brian littrell
3055,clay crosse
3595,darlene zschech
7041,jaci velásquez
12429,rojo
7636,joy williams
9795,michael w. smith
10576,newsboys
12382,robin mark
12546,rush of fools
12976,seven places
15570,third day
16032,twila paris
100,4him
7327,jesus adrian romero
16240,various artists
2271,brian doerksen
9530,matt redman
52,20/20
9302,marco barrientos
16298,vertical
6550,hillsong united
9295,marcela gandara
9314,marcos witt
13803,steven curtis chapman
572,alex campos
2682,casting crowns
3539,danilo montero
14934,the katinas
9703,mercyme
10428,natalie grant
2930,chris tomlin
3545,danny berrios
6548,hillsong
3663,david crowder band
7288,jeremy camp
8083,kirk franklin
8690,lilly goodman
13481,sonny boy williamson
13245,sister rosetta tharpe
9607,mccoy tyner
4995,etta james
9678,memphis minnie
7542,johnny shines
2970,chuck berry
11987,rail band
4257,dock boggs
13341,slim harpo
4663,el gran combo de puerto rico
15789,tommy johnson
13486,sonny terry & brownie mcghee
1702,bessie smith
7115,james brown
7718,junior wells
1847,bix beiderbecke
2389,buena vista social club
9189,mahalia jackson
15539,thelonious monk
1762,big joe williams
2730,celia cruz
10064,mongo santamaria
6003,gonzalo rubalcaba
9970,mississippi john hurt
13457,son house
13290,skip james
8481,leadbelly
8659,lightnin' hopkins
2399,bukka white
7479,john lee hooker
2814,charlie parker
10235,muddy waters
1951,blind willie mctell
1751,big bill broonzy
7908,keb' mo'
12351,robert johnson
3968,dexter gordon
11932,r.l. burnside
2800,charles mingus
2812,charlie musselwhite
1947,blind lemon jefferson
1950,blind willie johnson
2802,charley patton
9969,mississippi fred mcdowell
6662,howlin' wolf
14367,the academy is...
14383,the all-american rejects
11347,pedro the lion
4112,disney
9158,mae
14702,the early november
14583,the clash
15291,the shins
1644,ben folds
12150,relient k
3030,clap your hands say yeah
10017,modest mouse
1633,belle and sebastian
2440,busy p
4011,die drei ???
1437,bag raiders
5513,frankmusik
7850,kasabian
7996,kid cudi
9081,lykke li
12350,robert hood
6188,gui boratto
8343,la roux
3439,daft punk
16648,yael naim
7253,jedi mind tricks
12418,roger cicero
690,alter ego
11509,phoenix
14485,the bloody beetroots
11431,peter fox
2961,chromeo
1572,beast
270,abstrakt algebra
279,abydos
1042,apocalyptica
3399,cynicism
730,american head charge
9625,meat loaf
4379,dracul
9086,lÂme immortelle
16041,twisted sister
3949,dethklok
1946,blind guardian
386,after forever
6047,gothminister
3963,devin townsend
1089,arcturus
7536,johnny hollow
5200,fear factory
2152,borknagar
1875,black label society
3283,cradle of filth
16219,van halen
14524,the bronx casket co.
1362,ayreon
716,ambience
3022,cky
11361,pekka streng
8512,leevi and the leavings
11761,primal scream
0,!!!
14614,the crash
12513,rubik
16425,von hertzen brothers
1436,badly drawn boy
14862,the hives
8401,lapko
3378,cut copy
5379,flogging molly
15978,tryo
8073,kingston wall
6698,husky rescue
16544,wiidakko
14075,"sydän, sydän"
11594,pixies
13977,supergrass
6312,happy mondays
14493,the bluetones
16652,yann tiersen
13058,sheena easton
15718,titiyo
8695,limahl
11929,r. kelly
9830,midnight oil
8240,krypteria
1680,berlin
14436,the bangles
9280,marc anthony & tina arena
6959,irene cara
11662,poets of the fall
9648,meja
8307,la bionda
4892,enya
8803,loituma
3918,des'ree
7189,jason donovan
8844,loreena mckennitt
681,alphaville
15212,the rasmus
12493,roxette
5014,evanescence
4902,era
3407,céline dion
13594,spice girls
6105,gravity co.
9167,maggie reilly
13889,styx
9535,mattafix
7395,joan osborne
4863,ennio morricone
1948,blind melon
5002,europe
13718,status quo
2348,bruce springsteen
6199,guns n roses
11995,rainbow
2165,boston
6948,inxs
10465,nazareth
5090,fabrizio de andré
5543,freddie mercury
5892,giovanni allevi
15768,tom jones
5430,foreigner
5467,francesco guccini
8091,kiss
5479,franco battiato
14230,tazenda
9084,lynyrd skynyrd
10503,neil young
1886,black sabbath
14126,t. rex
7358,jimi hendrix
1606,bee gees
13562,sparrow house
13472,songs: ohia
12179,replicant rumba rockers
15672,tim hecker
10671,nino rota
5657,funny van dannen
5521,franz schubert
14200,tape
11457,peterlicht
1345,avril
9037,lullatone
10180,mount eerie
12405,rocko schamoni
1317,autistic daughters
3154,colleen
11955,radian
13627,sporto kantes
7605,josef hader
9788,michael nyman
8325,la jr
14769,the for carnation
7351,jim orourke
6361,hauschka
11233,pascal comelade
15589,thom yorke
7207,jay alansky
1380,b. fleischmann
838,andrew pekler
12826,scott matthew
15412,the tiger lillies
1841,bishop allen
4720,element of crime
15098,the notwist
698,alva noto + ryuichi sakamoto
11530,pierre bastien
12803,schneider tm
6207,gustav
8384,lali puna
10054,momus and anne laplantine
4931,erik satie
1284,attwenger
14217,tarwater
8530,leila
6597,homelife
6905,inlets
15645,tied & tickled trio
8750,little annie
7806,kangding ray
5227,fennesz
14949,the kinks
10796,noxagt
14727,the ex
10450,natural snow buildings
14296,tenniscoats
8353,labradford
9905,minamo
10376,nagisa ni te
9968,mission of burma
7112,james blackshaw
8845,loren mazzacane connors
11850,pumice
1674,benoît pioulard
5190,faust
16076,u.s. maple
11048,os mutantes
11015,oren ambarchi
15206,the radio dept.
2542,can
10971,oneida
6604,hood
13478,sonic youth
14739,the fall
7470,john fahey
9191,maher shalal hash baz
14641,the dead c
523,alastair galbraith
9118,machinefabriek
13944,sun city girls
6165,grouper
6260,hala strana
2507,califone
15579,this heat
15684,times new viking
13701,stars of the lid
4740,elis regina
13661,stacey kent
14679,the doors
2360,bryan ferry
3098,clémentine
7640,joão gilberto
1646,ben harper
1190,aselin debison
1383,b.b. king & eric clapton
4754,ella fitzgerald
13676,stan getz & joão gilberto
2854,chet baker
11321,paula morelenbaum
13208,simply red
12371,roberta sá
3410,céu
11291,paul hardcastle
9894,milton banana trio
7500,john pizzarelli
15902,trash pour 4
11195,paolo conte
9143,madeleine peyroux
1236,astrud gilberto
749,amos lee
12376,roberto menescal
13675,stan getz & charlie byrd
72,3 na bossa
3542,danni carlos
3851,delicatessen
9367,marisa monte
1592,bebel gilberto
12316,rita lee
1705,bet.e & stef
3989,diana krall
2870,chico buarque
4582,eden atwood
4729,eletrobossa
3838,deichkind
4727,elephant parade
5160,farin urlaub
6362,hausmarke
6480,herbert grönemeyer
6657,howard shore
7682,juli
8451,laurens van rooyen
8467,lazlo bane
10521,nena
12072,razorlight
14508,the boy least likely to
14922,the john butler trio
15056,the moldy peaches
15712,tinyfolk
1019,antsy pants
13626,sportfreunde stiller
644,all girl summer fun band
13223,sinsemilia
954,annett louisan
11498,philipp poisel
4014,die fantastischen vier
4305,donavon frankenreiter
8045,kimya dawson
512,alan silvestri
1505,barry louis polisar
2347,bruce rowland
3679,david nevue
4603,edward shearmur
7268,jeffrey lewis
7458,john cale
8932,louis landon
11945,rachel portman
4247,do make say think
14919,the jimi hendrix experience
3521,daniel johnston
10213,mr. scruff
7067,jaco pastorius
135,8 bit
5650,funkdoobiest
7080,jad fair & daniel johnston
10360,n.w.a
1753,big blood
10873,of montreal
3346,crystal castles
7064,jackson c. frank
12018,random
9760,micah blue smaldone
12973,seu jorge
4581,eden ahbez
7923,keith mansfield
4556,ed askew
136,8 bit weapon
1561,beach house
7517,john williams
12609,sabrepulse
4692,electric light orchestra
10104,moondog
11894,quad city dj's
12594,s.s.h.
156,[unknown]
15273,the seatbelts
10643,niko
5718,galneryus
14019,susumu hirasawa
10672,nintendo
13973,supercar
8152,koji endo
15986,tsuneo imahori
11729,powerglove
9223,malice mizer
6900,initial d
13244,sister mayo
8821,long shot party
13087,shishido rumi
10186,move
16678,yo la tengo
12987,sex pistols
5315,fischerspooner
16052,tycho
7627,josé gonzález
8370,ladytron
10351,n*e*r*d
8215,kristian anttila
7813,kap bambino
6745,i'm from barcelona
14943,the kills
11223,parken
5137,familjen
6034,gorillaz
15334,the soundtrack of our lives
6579,hole
5500,frank zappa
15518,the wrens
14251,ted leo and the pharmacists
5446,fountains of wayne
13555,spacehog
14177,tally hall
6080,grand buffet
7473,john frusciante
11557,pinback
15560,they might be giants
15011,the magnetic fields
3964,devo
13473,songstowearpantsto.com
14174,talking heads
14994,the long winters
7483,john linnell
12499,roy orbison
14642,the dead milkmen
2170,bottom of the hudson
15068,the mountain goats
2666,casiotone for the painfully alone
4108,diskonto
615,alice cooper
15533,theatre of tragedy
12800,schizma
12792,scary bitches
6832,immortal
15050,the mission
14885,the house of usher
3782,death ss
626,alien sex fiend
9147,madness
8056,king diamond
6483,herbie hancock
8794,locomotiv gt
16283,venom
14613,the cranberries
8549,leningrad sandwich
10946,omega
3026,clan of xymox
3747,dead vampires
8428,last days of humanity
97,45 grave
13275,skeletal family
1701,beseech
14629,the damned
12109,red lorry yellow lorry
14460,the birthday massacre
14553,the cascades
9495,master's hammer
9953,misfits
12511,rubella ballet
14427,the awakening
3304,creepersin
16638,xiii. století
6620,horror of 59
5361,flesh
15039,the meteors
15527,the zombie mafia
9837,miguel and the living dead
6621,horror story
2706,cauda pavonis
6028,gorgeous frankenstein
15640,tiamat
8357,lacrimas profundere
9695,mephisto walz
13228,siouxsie and the banshees
15534,theatres des vampires
16049,two witches
14878,the horrors
7079,jacquy bitch
7046,jack frost
1003,antiworld
5264,fields of the nephilim
7633,joy disaster
7120,james morrison
8048,kinderen voor kinderen
1670,benny benassi
1984,bloodhound gang
11953,racoon
6633,hot chocolate
8554,lenny kravitz
14443,the beach boys
12267,richie hawtin
2468,c-mon & kypski
607,ali farka touré & toumani diabaté
15915,trentemøller
7873,kate nash
899,angus & julia stone
